5.767163860530029051e-01,8.072161674333911963e-01,7.869166735899120191e-01,-4.046482243581749766e-02,-1.206823042378800115e-01,2.605861539122729109e-01,5.728237069582942098e-01,-1.210421226127175731e-01,-7.932890838916676346e-01,1.059862688819442900e+00,-1.688042738431444756e-01,1.649809620920732744e-01,4.254975068888445788e-01,-3.311870308557066100e-01,-4.492747970949103054e-01,6.379027397226911811e-01,-8.441738568380589003e-01,5.505533275530556658e-02,-6.950301783271285450e-01,6.541246733605404762e-02
1.913225125467198640e-01,7.295952488210725173e-01,5.156433924024218518e-01,9.698111275143468657e-02,5.072352540619378125e-01,8.331277892785823314e-01,8.699160661480462853e-01,3.076883708383944538e-01,-4.648077114874460403e-01,6.265820209155471554e-01,-2.479701166326427064e-01,7.959668000510822239e-02,4.677694729686277531e-01,1.589030066114529016e-01,-4.930654137127793990e-01,2.535555780702571926e-01,-9.822234871338237916e-01,-1.703701931593817054e-01,3.635374272631859416e-01,-6.715150992392288076e-02
3.607570928100160002e-01,4.884104365751981702e-01,4.657049680720791174e-01,-5.192124229546595249e-01,-2.254729357132325696e-01,7.951521146911300075e-01,9.415622560652805451e-01,4.794442043554035804e-01,-8.702815089431565898e-01,2.609798601778123839e-01,-4.814824712174500809e-01,5.431678516587710170e-01,-2.537955192600009346e-01,-2.427665494933575474e-01,-1.919392946572801018e-01,2.434194263948106368e-02,-3.715120263339587864e-02,1.213062847651903871e-02,5.203435843913911674e-01,-1.353252079063042845e-01
3.376721944130205433e-01,5.337189991725675986e-01,5.784312070093331482e-01,-2.983067536411517229e-01,-1.402787046086481637e-01,1.338080301720248277e+00,8.890335791353826123e-01,7.302829648996104206e-01,-6.859774930700539564e-01,1.923261685286064560e-01,-4.356974058661135518e-01,2.315956697855125201e-01,3.644950255663496619e-01,3.265266218119150521e-02,-4.594030614685349345e-01,3.973752243201714718e-01,-7.252205782075641372e-01,2.935670994200876294e-01,5.346855181919420996e-01,-8.765974093505637388e-01
1.105643279903613524e-01,6.480824225477695988e-01,1.025191710686163965e-01,3.445047413481889254e-01,-5.259174655191801717e-01,1.909683553610055096e-01,5.181292678463863544e-01,3.774323514535626173e-02,-8.205371822744028654e-01,7.749458866049272476e-01,-5.578637793308648396e-01,3.540777723946942901e-01,4.761315576898721980e-01,-1.002534094653616092e+00,2.280827903571397697e-01,8.162173504289149673e-01,-3.737026809372768765e-01,-6.733212965672193961e-01,-3.172050094388811359e-01,3.935065852301073974e-01
2.248881928398285546e-01,9.887362644202408735e-01,4.113637982331972420e-01,7.423983239366489795e-02,1.375439470637832007e-01,3.571179263233585921e-01,6.603088998445170166e-01,-3.060599075642775890e-01,-7.756441931709079363e-01,8.637713345600307457e-01,-6.825618805551857404e-01,2.497204175813592109e-01,3.015965232060804913e-01,-1.642342953641909298e-01,2.626328071899606265e-01,6.077545185201285172e-01,-3.408395879899372427e-01,-2.943035718793585720e-01,8.320260676394268529e-02,5.110316607430741564e-01
3.273926405024177866e-01,3.835531568129219582e-01,5.161581069507023001e-01,-1.548083098975361060e-01,4.765161735364449869e-01,2.539019762155234616e-01,8.911451272993378137e-01,2.420879959072088639e-01,-9.073963217899326805e-01,9.696565699911420255e-01,-2.495536610561863988e-01,1.078011010952866222e+00,3.766215599997738694e-01,-1.267663388469137953e-01,1.889143737554724659e-02,5.569163554192402277e-01,-6.380439979501151271e-01,-2.564659670605132225e-01,1.733708661977063636e-01,3.750665704696253266e-01
6.073353188337705655e-01,2.276200140902648605e-01,8.841040741810574088e-01,3.876818193099772492e-01,7.470795858750803320e-02,3.698338040513887148e-01,4.408708614651457580e-02,9.701189472359793564e-01,-9.185537461135154791e-01,8.491422163523500988e-01,-2.917000214685158133e-01,5.330419677299681469e-01,1.549677014616329396e-01,-9.437609034377831829e-01,1.478718990097593888e-01,3.344877591861625810e-01,-7.100526994841206418e-01,-9.198686173569871338e-02,1.087880906409488396e-01,-6.712157019172092232e-02
1.919451019178191886e-01,7.045473702918000347e-01,3.049047199596055524e-01,-2.554876694955339755e-01,7.672961710874683927e-01,9.809066010197868835e-01,3.397788664602620634e-01,-1.400754532230588378e-01,-4.297895964851636275e-01,7.559933189901193451e-01,-7.156569427598263866e-01,2.133951647185283185e-01,5.869202500006280854e-01,-5.268170848342077495e-01,-5.652823587137727201e-02,9.089566889287279405e-01,-6.117301501410852271e-01,-5.876193483983258581e-01,1.285471510229221348e-01,-4.811821223744953968e-02
3.459475071920105060e-01,7.287432306471103294e-01,6.482667794201859568e-01,4.332823286101068067e-02,3.409622154856293830e-01,3.378126550066820610e-01,3.568039969560279356e-01,5.730880502821557032e-01,-8.786851925252747719e-01,6.597763590211302986e-01,-6.590246217483811675e-01,7.302852428167764254e-01,5.669186280290638980e-02,-2.848167955633592111e-02,-1.114234728373615230e-01,6.742632302015414414e-01,-6.734369383722624836e-01,-5.020946078896175724e-01,3.902732617342345445e-01,1.637855807634166494e-01
3.122998616504762959e-01,7.512497534950989264e-01,6.587285578700774469e-01,3.372020174594354824e-02,6.359038242837609101e-01,4.361428602267757304e-01,8.064776729425686685e-01,6.639257115375927221e-01,-4.875149782849689806e-01,9.551345083008023762e-01,-1.731019349844203636e-01,1.055478570547594419e-01,5.691323768107178216e-01,-1.375856856530910388e-01,-2.923840588106120242e-01,4.185514510868195703e-01,-5.190140245421450693e-01,4.120649212976961184e-01,2.437991425889566299e-01,-6.980820636127749168e-02
